location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
New Caledonia,2021-02-02,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,1118,1118,0
New Caledonia,2021-02-10,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,1672,1672,0
New Caledonia,2021-02-16,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,2726,2454,272
New Caledonia,2021-02-23,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,4457,3432,1025
New Caledonia,2021-03-09,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,9765,7343,2422
New Caledonia,2021-03-16,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,15767,12133,3634
New Caledonia,2021-03-23,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,22707,17564,5143
New Caledonia,2021-03-30,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,28913,21192,7721
New Caledonia,2021-04-07,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,37258,24679,12579
New Caledonia,2021-04-13,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,44210,26584,17626
New Caledonia,2021-04-20,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,52881,32071,20810
New Caledonia,2021-04-27,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,60916,37070,23846
New Caledonia,2021-05-04,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,67755,41364,26391
New Caledonia,2021-05-11,Oxford/AstraZeneca,https://www.spc.int/updates/blog/did-you-know/2021/04/stat-of-the-week-covid-19-vaccination-in-the-pacific-island,75580,43941,31639
